Traditional,Simplified,Pinyin,Frequency,Notes
追,追,zhui,2,0
椎,椎,zhui,1,0
惴,惴,zhui,0,0
准,准,zhun,2,0
肫,肫,zhun,0,0
隼,隼,zhun,0,0
窀,窀,zhun,0,0
灼,灼,zhuo,2,0
琢,琢,zhuo,2,0
卓,卓,zhuo,2,0
茁,茁,zhuo,2,0
桌,桌,zhuo,2,0
啄,啄,zhuo,2,0
捉,捉,zhuo,2,0
拙,拙,zhuo,1,0
酌,酌,zhuo,1,0
棹,棹,zhuo,0,0
倬,倬,zhuo,0,0
禚,禚,zhuo,0,0
擢,擢,zhuo,0,0
濯,濯,zhuo,0,0
焯,焯,zhuo,0,0
斫,斫,zhuo,0,0
踔,踔,zhuo,0,0
涿,涿,zhuo,0,0
浞,浞,zhuo,0,0
紫,紫,zi,2,0
姊,姊,zi,2,0
姿,姿,zi,2,0
滋,滋,zi,2,0
仔,仔,zi,2,0
滓,滓,zi,2,0
自,自,zi,2,0
子,子,zi,2,0
字,字,zi,2,0
籽,籽,zi,1,0
咨,咨,zi,1,0
孜,孜,zi,0,0
梓,梓,zi,0,0
嵫,嵫,zi,0,0
甾,甾,zi,0,0
秭,秭,zi,0,0
嗞,嗞,zi,0,0
觜,觜,zi,0,0
訾,訾,zi,0,0
笫,笫,zi,0,0
孳,孳,zi,0,0
髭,髭,zi,0,0
茈,茈,zi,0,0
耔,耔,zi,0,0
淄,淄,zi,0,0
恣,恣,zi,0,0
呲,呲,zi,0,0
鼒,鼒,zi,0,0
宗,宗,zong,2,0
粽,粽,zong,2,0
棕,棕,zong,2,0
腙,腙,zong,0,0
鬃,鬃,zong,0,0
熜,熜,zong,0,0
奏,奏,zou,2,0
走,走,zou,2,0
揍,揍,zou,1,0
鄹,鄹,zou,0,0
陬,陬,zou,0,0
祖,祖,zu,2,0
租,租,zu,2,0
卒,卒,zu,2,0
族,族,zu,2,0
足,足,zu,2,0
阻,阻,zu,2,0
俎,俎,zu,0,0
攥,攥,zuan,0,0
纂,纂,zuan,0,0
嘴,嘴,zui,2,0
最,最,zui,2,0
醉,醉,zui,2,0
罪,罪,zui,2,0
蕞,蕞,zui,0,0
脧,脧,zui,0,0
遵,遵,zun,2,0
樽,樽,zun,2,0
尊,尊,zun,2,0
撙,撙,zun,0,0
做,做,zuo,2,0
座,座,zuo,2,0
作,作,zuo,2,0
坐,坐,zuo,2,0
昨,昨,zuo,2,0
左,左,zuo,2,0
祚,祚,zuo,0,0
佐,佐,zuo,0,0
胙,胙,zuo,0,0
柞,柞,zuo,0,0
唑,唑,zuo,0,0
酢,酢,zuo,0,0
嘬,嘬,zuo,0,0
怍,怍,zuo,0,0
阼,阼,zuo,0,0
